word	max_lem_cat	max_lem_lemma
ataúd	NOUN	ataúd
ataúdes	NOUN	ataúd
ataviado	VERB	ataviar
ataviar	VERB	ataviar
atávico	ADJECTIVE	atávico
atavío	NOUN	atavío
atavismo	NOUN	atavismo
ataxia	NOUN	ataxia
ate	NOUN	ate
atea	ADJECTIVE	ateo
ateísmo	NOUN	ateísmo
atelier	NOUN	atelier
atemorizada	VERB	atemorizar
atemorizado	VERB	atemorizar
atemorizador	ADJECTIVE	atemorizador
atemorizante	ADJECTIVE	atemorizante
atemorizantes	ADJECTIVE	atemorizante
atemorizar	VERB	atemorizar
atemorizarse	VERB	atemorizar
atemperada	ADJECTIVE	atemperado
atemperado	ADJECTIVE	atemperado
atemperar	VERB	atemperar
atemporal	ADJECTIVE	atemporal
atemporalidad	NOUN	atemporalidad
aten	VERB	atar
atenas	NOUN	atenas
atenazado	ADJECTIVE	atenazado
atenazar	VERB	atenazar
atención	NOUN	atención
atención	NOUN	atención
atencional	ADJECTIVE	atencional
atenciones	NOUN	atención
atender	VERB	atender
atenderme	VERB	atender
atenderse	VERB	atender
atendí	VERB	atender
atendible	ADJECTIVE	atendible
atendida	ADJECTIVE	atendido
atendido	ADJECTIVE	atendido
atendiendo	VERB	atender
atenea	NOUN	atenea
atenea	NOUN	atenea
ateneo	NOUN	ateneo
atener	VERB	atenerse
atenerse	VERB	atenerse
ateniense	ADJECTIVE	ateniense
atenienses	NOUN	ateniense
atenta	ADJECTIVE	atento
atentado	NOUN	atentado
atentados	NOUN	atentado
atentamente	ADVERB	atentamente
atentar	VERB	atentar
atentas	ADJECTIVE	atento
atento	ADJECTIVE	atento
atento	ADJECTIVE	atento
atentos	ADJECTIVE	atento
atenúa	VERB	atenuar
atenuación	NOUN	atenuación
atenuante	ADJECTIVE	atenuante
atenuantes	ADJECTIVE	atenuante
atenuar	VERB	atenuar
ateo	ADJECTIVE	ateo
ateo	ADJECTIVE	ateo
ateos	NOUN	ateo
aterciopelada	ADJECTIVE	aterciopelado
aterciopelado	ADJECTIVE	aterciopelado
aterciopelados	ADJECTIVE	aterciopelado
aterido	VERB	aterir
aterrado	VERB	aterrar
aterrador	ADJECTIVE	aterrador
aterrar	VERB	aterrar
aterriza	VERB	aterrizar
aterrizado	VERB	aterrizar
aterrizaje	NOUN	aterrizaje
aterrizar	VERB	aterrizar
aterrizó	VERB	aterrizar
aterroriza	VERB	aterrorizar
aterrorizado	VERB	aterrorizar
aterrorizante	NOUN	aterrorizante
aterrorizar	VERB	aterrorizar
ates	NOUN	ate
atesora	VERB	atesorar
atesoradas	VERB	atesorar
atesorado	VERB	atesorar
atesorados	VERB	atesorar
atesorar	VERB	atesorar
atesorarse	VERB	atesorar
atesoro	VERB	atesorar
atestado	ADJECTIVE	atestado
atestiguar	VERB	atestiguar
ati	NOUN	ati
atiborrado	VERB	atiborrar
atiborrar	VERB	atiborrar
ático	ADJECTIVE	ático
atienda	VERB	atender
atiende	VERB	atender
atiéndeme	VERB	atender
atiendes	VERB	atender
atiendo	VERB	atender
atigrado	ADJECTIVE	atigrado
atila	NOUN	atila
atildada	ADJECTIVE	atildado
atildado	ADJECTIVE	atildado
atilia	NOUN	atilia
atina	VERB	atinar
atinada	ADJECTIVE	atinado
atinadas	ADJECTIVE	atinado
atinado	ADJECTIVE	atinado
atinados	ADJECTIVE	atinado
atinar	VERB	atinar
atinar	VERB	atinar
atino	VERB	atinar
atípica	ADJECTIVE	atípico
atípicas	ADJECTIVE	atípico
atípico	ADJECTIVE	atípico
atípicos	ADJECTIVE	atípico
atisbar	VERB	atisbar
atizar	VERB	atizar
atlántico	NOUN	atlántico
atlántico	NOUN	atlántico
atlántida	NOUN	atlántida
atlas	NOUN	atlas
atlas	NOUN	atlas
atleta	NOUN	atleta
atletas	NOUN	atleta
atlética	ADJECTIVE	atlético
atlético	NOUN	atlético
atlético	NOUN	atlético
atléticos	ADJECTIVE	atlético
atletismo	NOUN	atletismo
atmósfera	NOUN	atmósfera
atmosférica	ADJECTIVE	atmosférico
atmosférico	ADJECTIVE	atmosférico
atmosféricos	ADJECTIVE	atmosférico
ato	VERB	atar
ató	VERB	atar
atocha	NOUN	atocha
atolladero	NOUN	atolladero
atolondrada	ADJECTIVE	atolondrado
atolondrado	ADJECTIVE	atolondrado
atolondrados	ADJECTIVE	atolondrado
atómica	NOUN	atómica
atómicas	ADJECTIVE	atómico
atómico	ADJECTIVE	atómico
atómicos	ADJECTIVE	atómico
atomiza	VERB	atomizar
atomización	NOUN	atomización
atomizar	VERB	atomizar
átomo	NOUN	átomo
átomos	NOUN	átomo
atonal	ADJECTIVE	atonal
atonía	NOUN	atonía
atónita	ADJECTIVE	atónito
atónito	ADJECTIVE	atónito
átonos	ADJECTIVE	átono
atontada	ADJECTIVE	atontado
atontado	ADJECTIVE	atontado
atontamiento	NOUN	atontamiento
atontar	VERB	atontar
atópico	ADJECTIVE	atópico
atorada	ADJECTIVE	atorado
atorado	ADJECTIVE	atorado
atorados	ADJECTIVE	atorado
atoramiento	NOUN	atoramiento
atorar	VERB	atorar
atorarse	VERB	atorar
atore	VERB	atorar
atormenta	VERB	atormentar
atormentada	VERB	atormentar
atormentado	VERB	atormentar
atormentar	VERB	atormentar
atormentarse	VERB	atormentar
atormento	VERB	atormentar
atornillado	VERB	atornillar
atornillador	NOUN	atornillador
atornillados	VERB	atornillar
atornillar	VERB	atornillar
atoro	NOUN	atoro
atorrante	ADJECTIVE	atorrante
atosiga	VERB	atosigar
atosigado	ADJECTIVE	atosigado
atosigamiento	NOUN	atosigamiento
atosigando	VERB	atosigar
atosigar	VERB	atosigar
atosigarse	VERB	atosigar
atraca	VERB	atracar
atracadero	NOUN	atracadero
atracado	ADJECTIVE	atracado
atracador	NOUN	atracador
atracar	VERB	atracar
atracción	NOUN	atracción
atracciones	NOUN	atracción
atraco	NOUN	atraco
atracón	NOUN	atracón
atracos	NOUN	atraco
atractiva	ADJECTIVE	atractivo
atractivas	ADJECTIVE	atractivo
atractivo	ADJECTIVE	atractivo
atractivo	ADJECTIVE	atractivo
atractivos	NOUN	atractivo
atrae	VERB	atraer
atraen	VERB	atraer
atraer	VERB	atraer
atraerse	VERB	atraer
atraes	VERB	atraer
atraganta	VERB	atragantar
atragantado	VERB	atragantar
atragantamiento	NOUN	atragantamiento
atragantando	VERB	atragantar
atragantar	VERB	atragantar
atragantarse	VERB	atragantar
atraganto	VERB	atragantar
atraído	ADJECTIVE	atraído
atraigo	VERB	atraer
atrancado	VERB	atrancar
atrancar	VERB	atrancar
atrapa	VERB	atrapar
atrapad	VERB	atrapar
atrapada	VERB	atrapar
atrapado	ADJECTIVE	atrapado
atrapado	ADJECTIVE	atrapado
atrapador	NOUN	atrapador
atrapados	ADJECTIVE	atrapado
atrapamoscas	NOUN	atrapamoscas
atrapar	VERB	atrapar
atrapar	VERB	atrapar
atraparme	VERB	atrapar
atraparse	VERB	atrapar
atrapasueños	NOUN	atrapasueños
atrape	VERB	atrapar
atrapo	VERB	atrapar
atrás	ADVERB	atrás
atrasa	VERB	atrasar
atrasada	ADJECTIVE	atrasado
atrasadas	ADJECTIVE	atrasado
atrasado	ADJECTIVE	atrasado
atrasados	ADJECTIVE	atrasado
atrasar	VERB	atrasar
atrasarse	VERB	atrasar
atraso	NOUN	atraso
atrasos	NOUN	atraso
atravesada	ADJECTIVE	atravesado
atravesadas	ADJECTIVE	atravesado
atravesado	ADJECTIVE	atravesado
atravesando	VERB	atravesar
atravesar	VERB	atravesar
atravesarse	VERB	atravesar
atravesó	VERB	atravesar
atraviesa	VERB	atravesar
atravieso	NOUN	atravieso
atrayente	ADJECTIVE	atrayente
atrayentes	ADJECTIVE	atrayente
atreva	VERB	atreverse
atreve	VERB	atreverse
atrever	VERB	atreverse
atreverme	VERB	atreverse
atreverse	VERB	atreverse
atrévete	VERB	atreverse
atrevida	ADJECTIVE	atrevido
atrevidas	ADJECTIVE	atrevido
atrevido	VERB	atreverse
atrevidos	ADJECTIVE	atrevido
atrevimiento	NOUN	atrevimiento
atrevo	VERB	atreverse
